PERIODO,FECHA,HORA,NO2_CENTENARIO,PM10_CENTENARIO,PM10_CORDOBA,PM10_LA_BOCA,CO_PALERMO
2017,11/11/2017,1,48,11,S/D,41,S/D
2017,12/11/2017,1,4,20,S/D,S/D,45
2017,13/11/2017,1,47,17,S/D,S/D,35
2017,14/11/2017,1,34,8,S/D,42,26
2017,15/11/2017,1,42,5,13,22,13
2017,16/11/2017,1,42,5,13,22,13
2017,17/11/2017,1,44,16,95,0,45
2017,18/11/2017,1,39,9,63,0,38
2017,19/11/2017,1,58,26,77,0,5
2017,20/11/2017,1,34,12,7,S/D,S/D
2017,21/11/2017,1,89,24,S/D,S/D,33
2017,22/11/2017,1,41,13,77,0,36
2017,23/11/2017,1,54,12,79,0,41
2017,24/11/2017,1,5,7,84,0,29
2017,25/11/2017,1,51,13,66,0,31
2017,26/11/2017,1,S/D,S/D,19,31,S/D
2017,27/11/2017,1,S/D,S/D,19,48,S/D
2017,28/11/2017,1,38,S/D,55,0,48
2017,29/11/2017,1,34,S/D,S/D,16,S/D
2017,30/11/2017,1,37,15,99,0,41
,,,,,,,
